ID	dataset	basemean	Malnourishedmean	Well-nourishedmean	baseprev	Malnourishedprev	Well-nourishedprev	basestd	Malnourishedstd	Well-nourishedstd	MWW_pval	MWW_qval
Bacteroides_dorei	species	0.0055154607032507	0.0075626759440546	0.0011997096550696	0.108695652173913	0.1089743589743589	0.1081081081081081	0.0436703242285701	0.0528007628452979	0.0059281823178822	0.3192693866461475	0.8955116942513895
Bacteroides_fragilis	species	0.0570847833277163	0.0486634186557465	0.0748379304740309	0.7913043478260869	0.7628205128205128	0.8513513513513513	0.1307437292920535	0.1148334430438032	0.1585974678985654	0.0212960443869601	0.4898090209000835
Bacteroides_ovatus	species	0.0035380867330289	0.0038081096212948	0.0029688492929008	0.3956521739130434	0.3974358974358974	0.3918918918918919	0.0117951801739637	0.0118502555276487	0.011738088231659	0.4858941169949562	0.987255348608321
Bacteroides_plebeius	species	0.0105208555600756	0.0120421114242827	0.0073138837382338	0.1652173913043478	0.1474358974358974	0.2027027027027027	0.0502679317469248	0.0568074673908976	0.0325473939329176	0.6955135656642077	0.987255348608321
Bacteroides_stercoris	species	0.0011918014467281	0.001168046905685	0.0012418785873054	0.1782608695652174	0.1987179487179487	0.1351351351351351	0.0040579107844517	0.0040853007509204	0.0040267703524083	0.104403228805136	0.725094656393814
Bacteroides_thetaiotaomicron	species	0.0062658026085825	0.0046413887923688	0.0096902425454656	0.4	0.3717948717948718	0.4594594594594595	0.0163687192701478	0.0129845566100922	0.0215638222566942	0.3182397331361332	0.8955116942513895
Bacteroides_uniformis	species	0.0068282790122355	0.0054097683283721	0.009818652886326	0.4130434782608695	0.3717948717948718	0.5	0.0185465596921144	0.0126558653320391	0.026936790848865	0.1142618088463873	0.725094656393814
Bacteroides_vulgatus	species	0.020214010676617	0.0224306801419582	0.0155410318037356	0.4478260869565217	0.4487179487179487	0.4459459459459459	0.0582317635566783	0.0658135495953657	0.0375211011314667	0.8911689400846203	0.9974611498889222
Bacteroides_xylanisolvens	species	0.0032200498919487	0.001837906111821	0.0061337584014069	0.3043478260869565	0.2884615384615384	0.3378378378378378	0.0148158201317644	0.0083206129713735	0.022997960516779	0.420795747710015	0.9678302197330346
Prevotella_copri	species	0.1546954654911113	0.1748562973728083	0.1121942523351015	0.7478260869565218	0.7756410256410257	0.6891891891891891	0.2100214379049562	0.2198755813719926	0.1817105630533383	0.0200170079402759	0.4898090209000835
Prevotella_sp_885	species	0.0109907921368147	0.0094887021554294	0.0141573602056811	0.2521739130434782	0.25	0.2567567567567567	0.0439519160695389	0.0301701891761471	0.0641268333491364	0.9585507056875556	0.9974611498889222
Prevotella_sp_AM42_24	species	0.0019451099427678	0.0024240683876499	0.0009354137616649	0.1739130434782608	0.1987179487179487	0.1216216216216216	0.01061995578688	0.0126591887096425	0.0034653862972226	0.1938377834258343	0.7686670722058949
Prevotella_sp_CAG_279	species	0.0014096757062998	0.0014583270969773	0.0013071133151418	0.1130434782608695	0.1025641025641025	0.1351351351351351	0.0062646590686889	0.0069767286187493	0.0044438515239905	0.7608158385035725	0.987255348608321
Prevotella_sp_CAG_386	species	0.0013407257970663	0.0012325858333283	0.0015686965314329	0.1391304347826087	0.1474358974358974	0.1216216216216216	0.0081316939504432	0.0080186687873518	0.0084159629014283	0.6173770475903702	0.987255348608321
Prevotella_sp_CAG_520	species	0.0111616473658895	0.0088831452064374	0.0159649762425725	0.1478260869565217	0.141025641025641	0.1621621621621621	0.0515030106470858	0.0405385190195421	0.069261907837496	0.9551705180753148	0.9974611498889222
Prevotella_sp_CAG_604	species	0.0010752526139545	0.001344102079502	0.0005084888757734	0.1608695652173913	0.1923076923076923	0.0945945945945946	0.0054622793878626	0.0064851082805383	0.0019540404272745	0.1080760949877051	0.725094656393814
Prevotella_stercorea	species	0.002604990265099	0.0021246179674115	0.0036176670007647	0.1869565217391304	0.1858974358974359	0.1891891891891892	0.0150679058551047	0.0127948985640695	0.0190549750555823	0.9873062635428392	0.9974611498889222
Parabacteroides_distasonis	species	0.0112045057365192	0.0097715375109758	0.0142253576714484	0.4652173913043478	0.4423076923076923	0.5135135135135135	0.0444844050305727	0.0382048276504929	0.0556314279289892	0.6475669981315165	0.987255348608321
Parabacteroides_merdae	species	0.0017706855412242	0.001734052970033	0.0018479109615732	0.1565217391304348	0.1474358974358974	0.1756756756756756	0.0080998982660415	0.0084266688346101	0.0074183279530142	0.7223488737606402	0.987255348608321
Enterococcus_avium	species	0.0009855980172916	0.000961133361578	0.0010371721563636	0.508695652173913	0.5128205128205128	0.5	0.002901559457095	0.0031330562978375	0.0023588514536328	0.9873062635428392	0.9974611498889222
Enterococcus_faecium	species	0.001637554602704	0.0020638788616237	0.0007388169757923	0.308695652173913	0.3012820512820512	0.3243243243243243	0.0120279422909135	0.0145155172024707	0.0022908009631979	0.965313256446306	0.9974611498889222
Enterococcus_gallinarum	species	0.0005245698405009	0.0005667625206875	0.0004356231092967	0.4434782608695652	0.4294871794871794	0.4729729729729729	0.0012966169515198	0.0014433695571422	0.000915776909877	0.8361435344629543	0.9974611498889222
Lactobacillus_fermentum	species	0.002646228330566	0.0026375837355729	0.0026644520713622	0.3608695652173913	0.3397435897435897	0.4054054054054054	0.0087468918681863	0.0093104210895831	0.0074799382885155	0.5252094552695452	0.987255348608321
Lactobacillus_gasseri	species	0.0001845927329224	0.0001542621965606	0.00024853278255	0.1521739130434782	0.1282051282051282	0.2027027027027027	0.0012326076831423	0.001205309474627	0.0012943455957586	0.5142035761907298	0.987255348608321
Lactobacillus_mucosae	species	0.0184338094251424	0.0212630038453586	0.0124695617284703	0.6739130434782609	0.6794871794871795	0.6621621621621622	0.0508006302588809	0.0590232406127713	0.0254062999600256	0.6721467057575147	0.987255348608321
Lactobacillus_oris	species	0.0018251576318632	0.0020701547069804	0.0013086773113458	0.2608695652173913	0.25	0.2837837837837837	0.006658128743127	0.0075384151671791	0.0042431702169361	0.8378006482307923	0.9974611498889222
Lactobacillus_paragasseri	species	5.780077360863761e-05	7.83083291456053e-05	1.4568629503678665e-05	0.1043478260869565	0.1282051282051282	0.054054054054054	0.0003557079023884	0.0004259916085815	9.387773160151464e-05	0.1344993877536504	0.725094656393814
Lactobacillus_ruminis	species	0.0515409272645187	0.0450712346804031	0.0651797386580599	0.6782608695652174	0.6410256410256411	0.7567567567567568	0.1057449486301902	0.1008942196697191	0.1148278616196222	0.0863290289462593	0.725094656393814
Lactobacillus_salivarius	species	0.0013460315003079	0.000636100972508	0.0028426418021564	0.1347826086956521	0.1282051282051282	0.1486486486486486	0.0082191897452258	0.0032931175994974	0.0136215100548822	0.7640497915316571	0.987255348608321
Lactobacillus_vaginalis	species	7.555036714656636e-05	8.438597596723272e-05	5.69239485516481e-05	0.1130434782608695	0.0961538461538461	0.1486486486486486	0.0003565015661715	0.000404116956736	0.0002267518940539	0.9923835524889106	0.9974611498889222
Weissella_confusa	species	0.0017563312381771	0.002112561382323	0.0010053595829508	0.2739130434782608	0.2692307692307692	0.2837837837837837	0.0110831268284753	0.0129450371149304	0.0053556758290886	0.6248667708112129	0.987255348608321
Streptococcus_infantarius	species	0.0048350593454252	0.004499004458999	0.0055434993762696	0.3782608695652174	0.3461538461538461	0.4459459459459459	0.0204031141560825	0.0199124981292612	0.0215229428540441	0.4134888732101842	0.9678302197330346
Streptococcus_infantis	species	0.0001929849139198	0.0002690918904275	3.254317966041289e-05	0.1304347826086956	0.141025641025641	0.1081081081081081	0.0009735515801844	0.0011706610079459	0.0001578550197344	0.2134425206678466	0.7939481105340563
Streptococcus_lutetiensis	species	0.0049224282635249	0.0061865988829381	0.0022574199307078	0.3304347826086956	0.3461538461538461	0.2972972972972973	0.0195825879886099	0.0228489263740559	0.0091562889762752	0.2550833486907266	0.8148495860953765
Streptococcus_mitis	species	0.0004431767716891	0.0005152194219504	0.0002913030765436	0.7913043478260869	0.7948717948717948	0.7837837837837838	0.0009990130809051	0.0011784399188554	0.0003842800835784	0.8577401027881298	0.9974611498889222
Streptococcus_parasanguinis	species	0.0003893560645667	0.0004296323790788	0.000304449239379	0.6739130434782609	0.6602564102564102	0.7027027027027027	0.0010985967301695	0.0011851542057795	0.0008904779277074	0.5732913272100145	0.987255348608321
Streptococcus_peroris	species	6.649594122302756e-05	8.0776995470909e-05	3.638993497073697e-05	0.2782608695652174	0.2756410256410256	0.2837837837837837	0.0002177794635657	0.0002523782114487	0.000110379940408	0.7867998636231921	0.9943075199633746
Streptococcus_pseudopneumoniae	species	1.709106641224679e-05	1.770717162518862e-05	1.579225001739643e-05	0.1304347826086956	0.1217948717948717	0.1486486486486486	5.745269395111141e-05	6.006380895206694e-05	5.18842801347536e-05	0.814669789293729	0.9974611498889222
Streptococcus_salivarius	species	0.0028451807108821	0.0038477348131634	0.0007316882790458	0.8217391304347826	0.8589743589743589	0.7432432432432432	0.0207349810476723	0.0250081226825771	0.0037577786146385	0.0004594241235903	0.032194434265361
Streptococcus_thermophilus	species	0.0001579985572604	0.0002231220613906	2.0711170175130283e-05	0.3739130434782609	0.391025641025641	0.3378378378378378	0.0008951845840377	0.0010816627059051	3.791608995190252e-05	0.1333982711321987	0.725094656393814
Streptococcus_vestibularis	species	4.342484280718596e-06	4.387293717751597e-06	4.248021143189566e-06	0.108695652173913	0.1089743589743589	0.1081081081081081	2.3961276793391152e-05	2.4739159109769188e-05	2.239547879890477e-05	0.6069580712627936	0.987255348608321
Clostridium_neonatale	species	0.0002763373389326	0.0003362517341827	0.0001500313165136	0.1521739130434782	0.141025641025641	0.1756756756756756	0.0027120064855156	0.0032775074773033	0.00049005352655	0.9568605149122428	0.9974611498889222
Clostridium_paraputrificum	species	6.122922532835506e-05	5.0873290707926704e-05	8.306065506871753e-05	0.1043478260869565	0.0833333333333333	0.1486486486486486	0.0003038609611545	0.0002318813632377	0.0004180469991804	0.7575860594278268	0.987255348608321
Clostridium_perfringens	species	0.0006194850905644	0.000412048780613	0.0010567832574889	0.2739130434782608	0.2435897435897435	0.3378378378378378	0.0038264509276303	0.0027966903841021	0.0053886776458746	0.1113730853222961	0.725094656393814
Clostridium_sp_CAG_265	species	0.0001479410436301	0.0001888891860861	6.161793250667502e-05	0.117391304347826	0.1217948717948717	0.1081081081081081	0.0008799872176388	0.0010371047876804	0.0003664634406836	0.5546624689260382	0.987255348608321
Clostridium_sp_CAG_568	species	0.0058038690070488	0.0052028409856381	0.0070709010521849	0.1434782608695652	0.1282051282051282	0.1756756756756756	0.0365745008739915	0.0410338638942528	0.0248753644697721	0.5293675206838069	0.987255348608321
Hungatella_hathewayi	species	0.0001298558406565	0.0001047316796031	0.0001828202882827	0.1434782608695652	0.1474358974358974	0.1351351351351351	0.0006630248432413	0.0005038730703892	0.0009141965241966	0.2922328075144622	0.884388759583241
Eubacterium_eligens	species	0.0005272722892452	0.0003621759935043	0.0008753131289153	0.1347826086956521	0.1217948717948717	0.1621621621621621	0.0035724915912095	0.0024915385706594	0.0051647356346991	0.9231074919875456	0.9974611498889222
Eubacterium_hallii	species	0.0002673737402614	0.0003683852711574	5.443051296731061e-05	0.1217391304347826	0.1217948717948717	0.1216216216216216	0.0014899759540155	0.001795248837945	0.0002307493534747	0.5405369470004626	0.987255348608321
Anaerostipes_hadrus	species	0.0006472256346133	0.0006027315865424	0.0007410238981143	0.1565217391304348	0.1538461538461538	0.1621621621621621	0.0025342713992536	0.0023461667918932	0.0029063052311098	0.6506192244522464	0.987255348608321
Blautia_obeum	species	0.0004406184577515	0.0002459208760321	0.0008510620084031	0.1956521739130435	0.1602564102564102	0.2702702702702703	0.0023753814575692	0.001547408126162	0.0035162929938547	0.1702396149794172	0.725094656393814
Blautia_wexlerae	species	8.439814758407474e-05	8.362138479867234e-05	8.603564751005818e-05	0.217391304347826	0.2371794871794871	0.1756756756756756	0.0003340741962415	0.0002489016749179	0.000467503071185	0.1147489462171599	0.725094656393814
Ruminococcus_gnavus	species	0.012114917509748	0.0109861217144058	0.0144945410783072	0.8173913043478261	0.7948717948717948	0.8648648648648649	0.0460302512366635	0.0355720359524662	0.0628600780983594	0.3000782938484261	0.8848462510915129
Ruminococcus_torques	species	0.0007080262273024	0.0008483565082914	0.0004121948241365	0.1956521739130435	0.2115384615384615	0.1621621621621621	0.0032385428174379	0.0037635538545255	0.001641783066509	0.0813920554943192	0.725094656393814
Dorea_formicigenerans	species	0.0018852217206956	0.0018738104255234	0.0019092779645722	0.5347826086956522	0.5576923076923077	0.4864864864864865	0.0031633732431048	0.0031455880348164	0.0032220168573297	0.226196840654964	0.7939481105340563
Dorea_longicatena	species	0.0002869810103374	0.0002752905222652	0.0003116258230303	0.3608695652173913	0.3846153846153846	0.3108108108108108	0.0006636208137862	0.0005890309572328	0.0008024383127757	0.1689216772542542	0.725094656393814
Eubacterium_rectale	species	0.0024935288765327	0.003216222845604	0.0009700118606526	0.1739130434782608	0.1666666666666666	0.1891891891891892	0.0221500154966034	0.0266319805729311	0.0054443648988831	0.6248667708112129	0.987255348608321
Lachnospira_pectinoschiza	species	0.0008386986218968	0.0003011268387995	0.0019719580565344	0.1217391304347826	0.1153846153846153	0.1351351351351351	0.0053317679280146	0.0013047170345457	0.0091456870993965	0.8444362293299325	0.9974611498889222
Roseburia_faecis	species	0.0008327744625889	0.0005838902690522	0.0013574492489635	0.1956521739130435	0.1794871794871795	0.2297297297297297	0.0039801347709318	0.0028652304048493	0.0056437425679642	0.9399705238312476	0.9974611498889222
Clostridioides_difficile	species	0.0002571320739424	0.0001767914777902	0.0004264987361009	0.1913043478260869	0.1666666666666666	0.2432432432432432	0.0008928015058432	0.0005827318989435	0.0013177953807678	0.6354176645590948	0.987255348608321
Intestinibacter_bartlettii	species	9.353578101163893e-05	7.240393932109902e-05	0.0001380839878187	0.208695652173913	0.2051282051282051	0.2162162162162162	0.000327513498871	0.0002519045490456	0.0004458564571954	0.7350988729541663	0.987255348608321
Agathobaculum_butyriciproducens	species	0.0002198476811678	0.0002221968498423	0.0002148953796378	0.2913043478260869	0.2884615384615384	0.2972972972972973	0.0006696482371307	0.0007448383875317	0.000478238147256	0.6644262543131174	0.987255348608321
Faecalibacterium_prausnitzii	species	0.0102306693961766	0.0095833894495017	0.0115952054999776	0.6086956521739131	0.5833333333333334	0.6621621621621622	0.0167064205257678	0.0156601330088367	0.018762984285611	0.5060285803009041	0.987255348608321
Flavonifractor_plautii	species	0.0050677074912404	0.0051062978727668	0.0049863547950498	0.6086956521739131	0.5897435897435898	0.6486486486486487	0.0096957401049924	0.0106332789254784	0.007403850226779	0.5405369470004626	0.987255348608321
Ruthenibacterium_lactatiformans	species	0.0004979713001218	0.0005789354035048	0.0003272902173145	0.1521739130434782	0.1602564102564102	0.1351351351351351	0.0019346102743899	0.002081000601825	0.0015818597110584	0.2524358614115787	0.8148495860953765
Subdoligranulum_sp	species	0.0005139154751792	0.0005321116661459	0.0004755559374657	0.1739130434782608	0.173076923076923	0.1756756756756756	0.002166283093981	0.0022149596727468	0.0020741377331901	0.5489906519001828	0.987255348608321
Catenibacterium_mitsuokai	species	0.0001215916276579	0.0001102707531919	0.0001454572549105	0.2434782608695652	0.2307692307692307	0.2702702702702703	0.0005639653691728	0.0005941148646933	0.0004974202509163	0.7479222915397474	0.987255348608321
Clostridium_innocuum	species	0.0002639572007121	0.0002840782800272	0.0002215397902641	0.2521739130434782	0.2692307692307692	0.2162162162162162	0.0008858727550294	0.0009736673231302	0.0006679738653213	0.2278285882402074	0.7939481105340563
Erysipelatoclostridium_ramosum	species	0.0003375526927122	0.0003375443023209	0.0003375703805641	0.3652173913043478	0.3846153846153846	0.3243243243243243	0.0009349469337808	0.0010017452802753	0.0007819302779402	0.5405369470004626	0.987255348608321
Holdemanella_biformis	species	0.0003557531947566	0.0004518297176408	0.0001532134978654	0.1869565217391304	0.1923076923076923	0.1756756756756756	0.0022305415246408	0.0026805732509371	0.0005379221675265	0.4740247092217651	0.987255348608321
Acidaminococcus_intestini	species	0.0018802355477443	0.0005884144463557	0.0046035340858066	0.1130434782608695	0.0769230769230769	0.1891891891891892	0.0153971100801818	0.0030152923371616	0.0267076658406855	0.1401106681281102	0.725094656393814
Megamonas_funiformis	species	0.005296866759226	0.0049375636452921	0.0060543165669785	0.6173913043478261	0.6025641025641025	0.6486486486486487	0.0162479929393163	0.0120465783340657	0.0227852309635586	0.9012382342237902	0.9974611498889222
Allisonella_histaminiformans	species	0.0002415236593118	0.000268982741962	0.0001836369445355	0.3695652173913043	0.4166666666666667	0.2702702702702703	0.0004666995944007	0.0004902779294643	0.0004097247815929	0.0139063979022365	0.4898090209000835
Dialister_sp_CAG_486	species	0.002806424598359	0.0029622015963857	0.0024780298457622	0.2217391304347826	0.2371794871794871	0.1891891891891892	0.0082434998913209	0.0077984333803933	0.0091588592192937	0.2205514427245303	0.7939481105340563
Megasphaera_elsdenii	species	0.0053717060738753	0.0047650315973767	0.0066506414567644	0.3	0.3141025641025641	0.2702702702702703	0.0232534113598884	0.0175226971724506	0.0322776318082213	0.3885130173752508	0.9678302197330346
Megasphaera_micronuciformis	species	0.0007119215066116	0.0006544505965144	0.0008330763981678	0.1782608695652174	0.173076923076923	0.1891891891891892	0.0043031195817576	0.0034285443330083	0.0057537866653942	0.5776320584367769	0.987255348608321
Megasphaera_sp_DISK_18	species	0.0010316411982321	0.0011181340900935	0.0008493048316053	0.1956521739130435	0.2179487179487179	0.1486486486486486	0.0047476069615911	0.0044181179150124	0.0054047375922834	0.1611743685825558	0.725094656393814
Megasphaera_sp_MJR8396C	species	0.0157391629692991	0.0152836042528586	0.0166995299931468	0.3130434782608696	0.3269230769230769	0.2837837837837837	0.0522264766178466	0.0532468971396253	0.0503494526061509	0.4086596321079931	0.9678302197330346
Veillonella_atypica	species	0.0027377389079524	0.0027885480641073	0.0026306277138961	0.4913043478260869	0.5	0.4729729729729729	0.0145095176726456	0.0166854602697707	0.0083226998643265	0.7575860594278268	0.987255348608321
Veillonella_dispar	species	0.0007863012671381	0.0009764191201669	0.000385512279672	0.5608695652173913	0.5769230769230769	0.527027027027027	0.0028501967837396	0.003374182900172	0.0010342884542055	0.3381754140979329	0.9259564909824356
Veillonella_infantium	species	0.0002498563505173	0.0003220369846601	9.769177043259936e-05	0.2652173913043478	0.2692307692307692	0.2567567567567567	0.001446546268174	0.001739192503186	0.0003271484043196	0.5966183783146068	0.987255348608321
Veillonella_parvula	species	0.0053898546974217	0.0048221064599062	0.0065867293602922	0.6608695652173913	0.6282051282051282	0.7297297297297297	0.020997227470174	0.0216063586667298	0.019740321460121	0.1817546818052884	0.7464924431288631
Veillonella_sp_CAG_933	species	0.017645826512739	0.0130864240778208	0.0272575397539179	0.5478260869565217	0.5	0.6486486486486487	0.0394036205721445	0.0275012283202265	0.0559166590552463	0.142404960714914	0.725094656393814
Veillonella_sp_DORA_A_3_16_22	species	0.0001685393359195	0.0002031364261015	9.560492958992336e-05	0.3739130434782609	0.3653846153846153	0.3918918918918919	0.0006425625874502	0.0007596120522291	0.0002492196977699	0.7382979720642351	0.987255348608321
Fusobacterium_mortiferum	species	0.0015867868449432	0.0017047594790636	0.0013380877784193	0.2739130434782608	0.2692307692307692	0.2837837837837837	0.0070563184446163	0.0078701575725335	0.0049586387980499	0.7575860594278268	0.987255348608321
Mesosutterella_multiformis	species	0.0021860410866773	0.002436630748096	0.0016577709896324	0.117391304347826	0.1153846153846153	0.1216216216216216	0.0097895764228193	0.009421235311129	0.0105714807152684	0.7112553920732583	0.987255348608321
Sutterella_sp_CAG_397	species	0.0019770156216249	0.00225824865617	0.0013841459812326	0.1608695652173913	0.1858974358974359	0.1081081081081081	0.0068621221254403	0.0070196955722654	0.0065241053914396	0.1085423076474323	0.725094656393814
Sutterella_wadsworthensis	species	0.0178274123929197	0.0157715894337433	0.0221613094419943	0.5	0.532051282051282	0.4324324324324324	0.0438789725924611	0.0369978237549543	0.0557254932959947	0.1464892319490205	0.725094656393814
Neisseria_flavescens	species	0.0005121968925666	0.0007068145849918	0.0001019217571837	0.1652173913043478	0.1794871794871795	0.1351351351351351	0.0044890742616448	0.0054376260872525	0.000428266949119	0.2403343896208863	0.8128957296000568
Bilophila_wadsworthia	species	0.0001932655097929	0.0001713665610614	0.0002394308611726	0.2043478260869565	0.1794871794871795	0.2567567567567567	0.0006313288808592	0.0005498824800781	0.0007778962759086	0.6521475417800444	0.987255348608321
Campylobacter_jejuni	species	0.0109002439940198	0.0077699510848925	0.0174992398565043	0.3304347826086956	0.3141025641025641	0.3648648648648648	0.0421200541875122	0.0229046211761936	0.0662292864698324	0.965313256446306	0.9974611498889222
Enterobacter_cloacae_complex	species	0.0016398774891551	0.0013680566307594	0.002212905244692	0.3652173913043478	0.3461538461538461	0.4054054054054054	0.0067862021962349	0.0047614024807036	0.0097897128739427	0.6845713731554978	0.987255348608321
Escherichia_coli	species	0.1144687667743357	0.1176483684135853	0.1077658227780798	1.0	1.0	1.0	0.1366689598860671	0.1494421675603703	0.1053918786004178	0.7350988729541663	0.987255348608321
Klebsiella_pneumoniae	species	0.0088624037363549	0.0087876091686986	0.0090200787708736	0.6608695652173913	0.6666666666666666	0.6486486486486487	0.0276399738356084	0.0294958048542529	0.02343618751362	0.8048045651058949	0.9974611498889222
Klebsiella_quasipneumoniae	species	0.0023373982379171	0.0023947254684195	0.0022165462384796	0.4739130434782608	0.4551282051282051	0.5135135135135135	0.0117041442891304	0.0123748430025523	0.0102250253428222	0.4183517407803564	0.9678302197330346
Klebsiella_variicola	species	0.0027959245332959	0.0028414852979321	0.0026998775159548	0.5347826086956522	0.5256410256410257	0.5540540540540541	0.0106530410616144	0.0118869174162422	0.0074817281099124	0.7770262821114109	0.9928669160312472
Morganella_morganii	species	0.0004892784315016	0.0005742186371618	0.0003102152952449	0.2478260869565217	0.25	0.2432432432432432	0.0019925454993461	0.0023374515261776	0.000897605928054	0.4110700421708756	0.9678302197330346
Proteus_mirabilis	species	0.0002785482931869	0.0001486933555789	0.0005522965400363	0.1043478260869565	0.0705128205128205	0.1756756756756756	0.0014154666420807	0.0008871414375124	0.0021217980333218	0.3577855756310463	0.956868399943496
Haemophilus_haemolyticus	species	0.0002911026612098	0.0002922839641022	0.0002886123470043	0.2869565217391304	0.282051282051282	0.2972972972972973	0.0009746582853127	0.0010145308660352	0.0008913786944684	0.951791136541288	0.9974611498889222
Haemophilus_parahaemolyticus	species	0.0001369789743296	0.0001578205533814	9.304267254476338e-05	0.108695652173913	0.1217948717948717	0.081081081081081	0.0008423473464699	0.0009197484106895	0.0006532937092907	0.2902931614949685	0.884388759583241
Haemophilus_parainfluenzae	species	0.0013067249746964	0.0014481063416565	0.0010086777686724	0.6304347826086957	0.6794871794871795	0.527027027027027	0.0032362257147961	0.0034730297646726	0.0026665381339788	0.0433254743407339	0.725094656393814
Haemophilus_paraphrohaemolyticus	species	7.941898400046744e-05	9.718626939683972e-05	4.196362559730428e-05	0.1043478260869565	0.1217948717948717	0.0675675675675675	0.0003540292067021	0.0003904459476383	0.0002595990911298	0.1142618088463873	0.725094656393814
Akkermansia_muciniphila	species	0.0018192488427245	0.001991660763273	0.0014557858750817	0.1217391304347826	0.1153846153846153	0.1351351351351351	0.0118780827154465	0.0120587745267558	0.0115602985642097	0.8577401027881298	0.9974611498889222
UNMAPPED	pathways	0.169642901499276	0.1637140926859165	0.182141471430142	1.0	1.0	1.0	0.0583101128329029	0.0502662677445133	0.071187033763176	0.1217417692603669	0.7233943496151235
UNINTEGRATED	pathways	0.7748145945021918	0.7799918986358868	0.7639002776798078	1.0	1.0	1.0	0.0552925314505347	0.0472440682029425	0.0683621107136076	0.1852490347763933	0.8048621106973299
1CMET2-PWY: folate transformations III (E. coli)	pathways	0.0003077239948335	0.0003090787523166	0.0003048680195987	1.0	1.0	1.0	4.975552897126515e-05	5.139657852522513e-05	4.631283003112553e-05	0.5995643885232042	0.9973346736419187
ANAEROFRUCAT-PWY: homolactic fermentation	pathways	0.0002779019005507	0.0002824528516811	0.0002683080035733	1.0	1.0	1.0	5.965148281085557e-05	6.12970970280041e-05	5.5198479341050646e-05	0.2126629664796619	0.8410939797847304
ANAGLYCOLYSIS-PWY: glycolysis III (from glucose)	pathways	0.0004082677061082	0.000418169575121	0.0003873934957568	1.0	1.0	1.0	6.976525056900536e-05	7.057128618442522e-05	6.35803348331568e-05	0.0033143671594229	0.2333314480233724
ARG+POLYAMINE-SYN: superpathway of arginine and polyamine biosynthesis	pathways	0.0001357795922648	0.0001350852407808	0.0001372433602578	1.0	1.0	1.0	6.425606740163515e-05	6.531406919532043e-05	6.237890350072972e-05	0.7705300076622323	0.9973346736419187
